id;score;deleted;nb_etoile;type_performance;domaine_id;type_domaine_id;commune_id;indicateur_id;exercice_id;created_by;created_date;last_modified_by;last_modified_date
23011;35.90000153;f;2;COMMUNE;;1051;138;;1151;admin;2019-12-12 16:30:25.258;admin;2019-12-12 16:38:03.831
23024;53.20000076;f;5;COMMUNE;;1051;311;;1151;admin;2019-12-12 16:30:25.534;admin;2019-12-12 16:38:04.168
23030;0;f;;INDICATEUR;;1051;100;1260;1151;admin;2019-12-12 16:30:25.688;admin;2019-12-12 16:30:25.688
23031;3;f;;INDICATEUR;;1051;100;1254;1151;admin;2019-12-12 16:30:25.698;admin;2019-12-12 16:30:25.698
23032;15;f;;INDICATEUR;;1051;100;1255;1151;admin;2019-12-12 16:30:25.707;admin;2019-12-12 16:30:25.707
23033;0;f;1;DOMAINE;1204;1051;100;;1151;admin;2019-12-12 16:30:25.723;admin;2019-12-12 16:30:25.74
23034;10;f;2;DOMAINE;1203;1051;100;;1151;admin;2019-12-12 16:30:25.753;admin;2019-12-12 16:30:25.77
23035;0;f;0;DOMAINE;1202;1051;100;;1151;admin;2019-12-12 16:30:25.782;admin;2019-12-12 16:30:25.8
23036;26.6000003814697;f;1;DOMAINE;1201;1051;100;;1151;admin;2019-12-12 16:30:25.812;admin;2019-12-12 16:30:25.829
23038;8;f;;INDICATEUR;;1051;338;1252;1151;admin;2019-12-12 16:30:25.936;admin;2019-12-12 16:30:25.936
23039;2;f;;INDICATEUR;;1051;338;1253;1151;admin;2019-12-12 16:30:25.945;admin;2019-12-12 16:30:25.945
23040;5;f;;INDICATEUR;;1051;338;1256;1151;admin;2019-12-12 16:30:25.953;admin;2019-12-12 16:30:25.953
23041;0;f;;INDICATEUR;;1051;338;1258;1151;admin;2019-12-12 16:30:25.962;admin;2019-12-12 16:30:25.962
23042;7;f;;INDICATEUR;;1051;338;1259;1151;admin;2019-12-12 16:30:25.972;admin;2019-12-12 16:30:25.972
23043;2;f;;INDICATEUR;;1051;338;1260;1151;admin;2019-12-12 16:30:25.991;admin;2019-12-12 16:30:25.991
23044;8;f;;INDICATEUR;;1051;338;1254;1151;admin;2019-12-12 16:30:26.002;admin;2019-12-12 16:30:26.002
23045;14;f;;INDICATEUR;;1051;338;1255;1151;admin;2019-12-12 16:30:26.013;admin;2019-12-12 16:30:26.013
23046;2;f;3;DOMAINE;1204;1051;338;;1151;admin;2019-12-12 16:30:26.03;admin;2019-12-12 16:30:26.047
23047;7;f;1;DOMAINE;1203;1051;338;;1151;admin;2019-12-12 16:30:26.058;admin;2019-12-12 16:30:26.074
23048;0;f;0;DOMAINE;1202;1051;338;;1151;admin;2019-12-12 16:30:26.085;admin;2019-12-12 16:30:26.101
23049;32;f;3;DOMAINE;1201;1051;338;;1151;admin;2019-12-12 16:30:26.113;admin;2019-12-12 16:30:26.129
23201;6;f;;INDICATEUR;;1051;27;1252;1151;admin;2019-12-12 16:30:26.232;admin;2019-12-12 16:30:26.232
23202;2;f;;INDICATEUR;;1051;27;1253;1151;admin;2019-12-12 16:30:26.24;admin;2019-12-12 16:30:26.24
23203;11;f;;INDICATEUR;;1051;27;1256;1151;admin;2019-12-12 16:30:26.249;admin;2019-12-12 16:30:26.249
23204;10;f;;INDICATEUR;;1051;27;1258;1151;admin;2019-12-12 16:30:26.257;admin;2019-12-12 16:30:26.257
23205;6;f;;INDICATEUR;;1051;27;1259;1151;admin;2019-12-12 16:30:26.266;admin;2019-12-12 16:30:26.266
23206;4;f;;INDICATEUR;;1051;27;1260;1151;admin;2019-12-12 16:30:26.282;admin;2019-12-12 16:30:26.282
23207;3;f;;INDICATEUR;;1051;27;1254;1151;admin;2019-12-12 16:30:26.29;admin;2019-12-12 16:30:26.29
23208;15;f;;INDICATEUR;;1051;27;1255;1151;admin;2019-12-12 16:30:26.299;admin;2019-12-12 16:30:26.299
23209;4;f;4;DOMAINE;1204;1051;27;;1151;admin;2019-12-12 16:30:26.312;admin;2019-12-12 16:30:26.329
23210;6;f;1;DOMAINE;1203;1051;27;;1151;admin;2019-12-12 16:30:26.34;admin;2019-12-12 16:30:26.356
23211;33;f;5;DOMAINE;1202;1051;27;;1151;admin;2019-12-12 16:30:26.368;admin;2019-12-12 16:30:26.384
23212;26;f;1;DOMAINE;1201;1051;27;;1151;admin;2019-12-12 16:30:26.395;admin;2019-12-12 16:30:26.412
23214;8;f;;INDICATEUR;;1051;242;1252;1151;admin;2019-12-12 16:30:26.514;admin;2019-12-12 16:30:26.514
23215;1.89999997615814;f;;INDICATEUR;;1051;242;1253;1151;admin;2019-12-12 16:30:26.522;admin;2019-12-12 16:30:26.522
23216;14;f;;INDICATEUR;;1051;242;1256;1151;admin;2019-12-12 16:30:26.531;admin;2019-12-12 16:30:26.531
23217;0;f;;INDICATEUR;;1051;242;1258;1151;admin;2019-12-12 16:30:26.54;admin;2019-12-12 16:30:26.54
23218;5;f;;INDICATEUR;;1051;242;1259;1151;admin;2019-12-12 16:30:26.548;admin;2019-12-12 16:30:26.548
23219;12;f;;INDICATEUR;;1051;242;1260;1151;admin;2019-12-12 16:30:26.563;admin;2019-12-12 16:30:26.563
23220;4;f;;INDICATEUR;;1051;242;1254;1151;admin;2019-12-12 16:30:26.572;admin;2019-12-12 16:30:26.572
23221;25;f;;INDICATEUR;;1051;242;1255;1151;admin;2019-12-12 16:30:26.58;admin;2019-12-12 16:30:26.58
23222;12;f;5;DOMAINE;1204;1051;242;;1151;admin;2019-12-12 16:30:26.594;admin;2019-12-12 16:30:26.609
23223;5;f;1;DOMAINE;1203;1051;242;;1151;admin;2019-12-12 16:30:26.621;admin;2019-12-12 16:30:26.638
23037;43.40000153;f;4;COMMUNE;;1051;100;;1151;admin;2019-12-12 16:30:25.833;admin;2019-12-12 16:38:04.501
23050;34.59999847;f;2;COMMUNE;;1051;338;;1151;admin;2019-12-12 16:30:26.133;admin;2019-12-12 16:38:04.828
23213;28.39999962;f;1;COMMUNE;;1051;27;;1151;admin;2019-12-12 16:30:26.415;admin;2019-12-12 16:38:05.19
23224;29;f;5;DOMAINE;1202;1051;242;;1151;admin;2019-12-12 16:30:26.65;admin;2019-12-12 16:30:26.667
23225;38.9000015258789;f;4;DOMAINE;1201;1051;242;;1151;admin;2019-12-12 16:30:26.68;admin;2019-12-12 16:30:26.697
23227;8;f;;INDICATEUR;;1051;44;1252;1151;admin;2019-12-12 16:30:26.799;admin;2019-12-12 16:30:26.799
23228;4.09999990463257;f;;INDICATEUR;;1051;44;1253;1151;admin;2019-12-12 16:30:26.807;admin;2019-12-12 16:30:26.807
23229;14;f;;INDICATEUR;;1051;44;1256;1151;admin;2019-12-12 16:30:26.815;admin;2019-12-12 16:30:26.815
23230;0;f;;INDICATEUR;;1051;44;1258;1151;admin;2019-12-12 16:30:26.823;admin;2019-12-12 16:30:26.823
23231;8;f;;INDICATEUR;;1051;44;1259;1151;admin;2019-12-12 16:30:26.831;admin;2019-12-12 16:30:26.831
23232;0;f;;INDICATEUR;;1051;44;1260;1151;admin;2019-12-12 16:30:26.849;admin;2019-12-12 16:30:26.849
23233;1;f;;INDICATEUR;;1051;44;1254;1151;admin;2019-12-12 16:30:26.857;admin;2019-12-12 16:30:26.857
23234;16;f;;INDICATEUR;;1051;44;1255;1151;admin;2019-12-12 16:30:26.866;admin;2019-12-12 16:30:26.866
23235;0;f;1;DOMAINE;1204;1051;44;;1151;admin;2019-12-12 16:30:26.88;admin;2019-12-12 16:30:26.897
23236;8;f;1;DOMAINE;1203;1051;44;;1151;admin;2019-12-12 16:30:26.909;admin;2019-12-12 16:30:26.928
23237;26;f;4;DOMAINE;1202;1051;44;;1151;admin;2019-12-12 16:30:26.94;admin;2019-12-12 16:30:26.956
23238;29.1000003814697;f;2;DOMAINE;1201;1051;44;;1151;admin;2019-12-12 16:30:26.967;admin;2019-12-12 16:30:26.984
23240;6;f;;INDICATEUR;;1051;207;1252;1151;admin;2019-12-12 16:30:27.083;admin;2019-12-12 16:30:27.083
23241;0.899999976158142;f;;INDICATEUR;;1051;207;1253;1151;admin;2019-12-12 16:30:27.091;admin;2019-12-12 16:30:27.091
23242;11;f;;INDICATEUR;;1051;207;1256;1151;admin;2019-12-12 16:30:27.1;admin;2019-12-12 16:30:27.1
23243;10;f;;INDICATEUR;;1051;207;1258;1151;admin;2019-12-12 16:30:27.108;admin;2019-12-12 16:30:27.108
23244;8;f;;INDICATEUR;;1051;207;1259;1151;admin;2019-12-12 16:30:27.116;admin;2019-12-12 16:30:27.116
23245;0;f;;INDICATEUR;;1051;207;1260;1151;admin;2019-12-12 16:30:27.131;admin;2019-12-12 16:30:27.131
23246;8;f;;INDICATEUR;;1051;207;1254;1151;admin;2019-12-12 16:30:27.14;admin;2019-12-12 16:30:27.14
23247;20;f;;INDICATEUR;;1051;207;1255;1151;admin;2019-12-12 16:30:27.148;admin;2019-12-12 16:30:27.148
23248;0;f;1;DOMAINE;1204;1051;207;;1151;admin;2019-12-12 16:30:27.163;admin;2019-12-12 16:30:27.181
23249;8;f;1;DOMAINE;1203;1051;207;;1151;admin;2019-12-12 16:30:27.192;admin;2019-12-12 16:30:27.209
23250;30;f;5;DOMAINE;1202;1051;207;;1151;admin;2019-12-12 16:30:27.222;admin;2019-12-12 16:30:27.238
23351;34.9000015258789;f;3;DOMAINE;1201;1051;207;;1151;admin;2019-12-12 16:30:27.25;admin;2019-12-12 16:30:27.267
23353;6;f;;INDICATEUR;;1051;139;1252;1151;admin;2019-12-12 16:30:27.374;admin;2019-12-12 16:30:27.374
23354;10;f;;INDICATEUR;;1051;139;1253;1151;admin;2019-12-12 16:30:27.383;admin;2019-12-12 16:30:27.383
23355;2;f;;INDICATEUR;;1051;139;1256;1151;admin;2019-12-12 16:30:27.392;admin;2019-12-12 16:30:27.392
23356;0;f;;INDICATEUR;;1051;139;1258;1151;admin;2019-12-12 16:30:27.401;admin;2019-12-12 16:30:27.401
23357;6;f;;INDICATEUR;;1051;139;1259;1151;admin;2019-12-12 16:30:27.41;admin;2019-12-12 16:30:27.41
23358;0;f;;INDICATEUR;;1051;139;1260;1151;admin;2019-12-12 16:30:27.43;admin;2019-12-12 16:30:27.43
23359;0;f;;INDICATEUR;;1051;139;1254;1151;admin;2019-12-12 16:30:27.439;admin;2019-12-12 16:30:27.439
23360;25;f;;INDICATEUR;;1051;139;1255;1151;admin;2019-12-12 16:30:27.448;admin;2019-12-12 16:30:27.448
23361;0;f;1;DOMAINE;1204;1051;139;;1151;admin;2019-12-12 16:30:27.462;admin;2019-12-12 16:30:27.479
23362;6;f;1;DOMAINE;1203;1051;139;;1151;admin;2019-12-12 16:30:27.492;admin;2019-12-12 16:30:27.509
23363;10;f;1;DOMAINE;1202;1051;139;;1151;admin;2019-12-12 16:30:27.521;admin;2019-12-12 16:30:27.538
23364;41;f;5;DOMAINE;1201;1051;139;;1151;admin;2019-12-12 16:30:27.551;admin;2019-12-12 16:30:27.568
23366;5;f;;INDICATEUR;;1051;243;1252;1151;admin;2019-12-12 16:30:27.673;admin;2019-12-12 16:30:27.673
23226;39.09999847;f;3;COMMUNE;;1051;242;;1151;admin;2019-12-12 16:30:26.701;admin;2019-12-12 16:38:05.529
23239;31.39999962;f;1;COMMUNE;;1051;44;;1151;admin;2019-12-12 16:30:26.988;admin;2019-12-12 16:38:05.868
23352;17;f;1;COMMUNE;;1051;207;;1151;admin;2019-12-12 16:30:27.271;admin;2019-12-12 16:38:06.218
23365;31.79999924;f;2;COMMUNE;;1051;139;;1151;admin;2019-12-12 16:30:27.572;admin;2019-12-12 16:38:06.559
23367;1.20000004768372;f;;INDICATEUR;;1051;243;1253;1151;admin;2019-12-12 16:30:27.683;admin;2019-12-12 16:30:27.683
23368;4;f;;INDICATEUR;;1051;243;1256;1151;admin;2019-12-12 16:30:27.692;admin;2019-12-12 16:30:27.692
23369;0;f;;INDICATEUR;;1051;243;1258;1151;admin;2019-12-12 16:30:27.701;admin;2019-12-12 16:30:27.701
23370;10;f;;INDICATEUR;;1051;243;1259;1151;admin;2019-12-12 16:30:27.71;admin;2019-12-12 16:30:27.71
23371;0;f;;INDICATEUR;;1051;243;1260;1151;admin;2019-12-12 16:30:27.727;admin;2019-12-12 16:30:27.727
23372;8;f;;INDICATEUR;;1051;243;1254;1151;admin;2019-12-12 16:30:27.736;admin;2019-12-12 16:30:27.736
23373;16;f;;INDICATEUR;;1051;243;1255;1151;admin;2019-12-12 16:30:27.746;admin;2019-12-12 16:30:27.746
23374;0;f;1;DOMAINE;1204;1051;243;;1151;admin;2019-12-12 16:30:27.761;admin;2019-12-12 16:30:27.778
23375;10;f;2;DOMAINE;1203;1051;243;;1151;admin;2019-12-12 16:30:27.79;admin;2019-12-12 16:30:27.807
23376;7;f;1;DOMAINE;1202;1051;243;;1151;admin;2019-12-12 16:30:27.819;admin;2019-12-12 16:30:27.836
23377;30.2000007629395;f;2;DOMAINE;1201;1051;243;;1151;admin;2019-12-12 16:30:27.849;admin;2019-12-12 16:30:27.867
23379;7;f;;INDICATEUR;;1051;251;1252;1151;admin;2019-12-12 16:30:27.975;admin;2019-12-12 16:30:27.975
23380;2.40000009536743;f;;INDICATEUR;;1051;251;1253;1151;admin;2019-12-12 16:30:27.984;admin;2019-12-12 16:30:27.984
23381;11;f;;INDICATEUR;;1051;251;1256;1151;admin;2019-12-12 16:30:27.993;admin;2019-12-12 16:30:27.993
23382;10;f;;INDICATEUR;;1051;251;1258;1151;admin;2019-12-12 16:30:28.002;admin;2019-12-12 16:30:28.002
23383;10;f;;INDICATEUR;;1051;251;1259;1151;admin;2019-12-12 16:30:28.026;admin;2019-12-12 16:30:28.026
23384;0;f;;INDICATEUR;;1051;251;1260;1151;admin;2019-12-12 16:30:28.045;admin;2019-12-12 16:30:28.045
23385;4;f;;INDICATEUR;;1051;251;1254;1151;admin;2019-12-12 16:30:28.053;admin;2019-12-12 16:30:28.053
23386;16;f;;INDICATEUR;;1051;251;1255;1151;admin;2019-12-12 16:30:28.062;admin;2019-12-12 16:30:28.062
23387;0;f;1;DOMAINE;1204;1051;251;;1151;admin;2019-12-12 16:30:28.076;admin;2019-12-12 16:30:28.093
23388;10;f;2;DOMAINE;1203;1051;251;;1151;admin;2019-12-12 16:30:28.104;admin;2019-12-12 16:30:28.121
23389;31;f;5;DOMAINE;1202;1051;251;;1151;admin;2019-12-12 16:30:28.133;admin;2019-12-12 16:30:28.15
23390;29.3999996185303;f;2;DOMAINE;1201;1051;251;;1151;admin;2019-12-12 16:30:28.161;admin;2019-12-12 16:30:28.178
23392;8;f;;INDICATEUR;;1051;347;1252;1151;admin;2019-12-12 16:30:28.285;admin;2019-12-12 16:30:28.285
23393;3.29999995231628;f;;INDICATEUR;;1051;347;1253;1151;admin;2019-12-12 16:30:28.293;admin;2019-12-12 16:30:28.293
23394;5;f;;INDICATEUR;;1051;347;1256;1151;admin;2019-12-12 16:30:28.301;admin;2019-12-12 16:30:28.301
23395;4.19999980926514;f;;INDICATEUR;;1051;347;1258;1151;admin;2019-12-12 16:30:28.31;admin;2019-12-12 16:30:28.31
23396;12;f;;INDICATEUR;;1051;347;1259;1151;admin;2019-12-12 16:30:28.32;admin;2019-12-12 16:30:28.32
23397;5;f;;INDICATEUR;;1051;347;1260;1151;admin;2019-12-12 16:30:28.337;admin;2019-12-12 16:30:28.337
23398;11;f;;INDICATEUR;;1051;347;1254;1151;admin;2019-12-12 16:30:28.346;admin;2019-12-12 16:30:28.346
23399;20;f;;INDICATEUR;;1051;347;1255;1151;admin;2019-12-12 16:30:28.354;admin;2019-12-12 16:30:28.354
23400;5;f;4;DOMAINE;1204;1051;347;;1151;admin;2019-12-12 16:30:28.368;admin;2019-12-12 16:30:28.386
23551;12;f;3;DOMAINE;1203;1051;347;;1151;admin;2019-12-12 16:30:28.397;admin;2019-12-12 16:30:28.417
23552;17.2000007629395;f;2;DOMAINE;1202;1051;347;;1151;admin;2019-12-12 16:30:28.429;admin;2019-12-12 16:30:28.448
23553;42.2999992370605;f;5;DOMAINE;1201;1051;347;;1151;admin;2019-12-12 16:30:28.46;admin;2019-12-12 16:30:28.477
23555;8;f;;INDICATEUR;;1051;293;1252;1151;admin;2019-12-12 16:30:28.584;admin;2019-12-12 16:30:28.584
23556;2.59999990463257;f;;INDICATEUR;;1051;293;1253;1151;admin;2019-12-12 16:30:28.594;admin;2019-12-12 16:30:28.594
23557;10;f;;INDICATEUR;;1051;293;1256;1151;admin;2019-12-12 16:30:28.603;admin;2019-12-12 16:30:28.603
23558;5;f;;INDICATEUR;;1051;293;1258;1151;admin;2019-12-12 16:30:28.612;admin;2019-12-12 16:30:28.612
23559;16;f;;INDICATEUR;;1051;293;1259;1151;admin;2019-12-12 16:30:28.62;admin;2019-12-12 16:30:28.62
23560;2;f;;INDICATEUR;;1051;293;1260;1151;admin;2019-12-12 16:30:28.638;admin;2019-12-12 16:30:28.638
23561;4;f;;INDICATEUR;;1051;293;1254;1151;admin;2019-12-12 16:30:28.647;admin;2019-12-12 16:30:28.647
23562;25;f;;INDICATEUR;;1051;293;1255;1151;admin;2019-12-12 16:30:28.655;admin;2019-12-12 16:30:28.655
23378;32;f;2;COMMUNE;;1051;243;;1151;admin;2019-12-12 16:30:27.871;admin;2019-12-12 16:38:06.916
23391;38.79999924;f;3;COMMUNE;;1051;251;;1151;admin;2019-12-12 16:30:28.183;admin;2019-12-12 16:38:07.287
23554;35.29999924;f;2;COMMUNE;;1051;347;;1151;admin;2019-12-12 16:30:28.481;admin;2019-12-12 16:38:07.666
23563;2;f;3;DOMAINE;1204;1051;293;;1151;admin;2019-12-12 16:30:28.671;admin;2019-12-12 16:30:28.69
23564;16;f;5;DOMAINE;1203;1051;293;;1151;admin;2019-12-12 16:30:28.702;admin;2019-12-12 16:30:28.72
23565;15;f;2;DOMAINE;1202;1051;293;;1151;admin;2019-12-12 16:30:28.732;admin;2019-12-12 16:30:28.749
23566;39.5999984741211;f;5;DOMAINE;1201;1051;293;;1151;admin;2019-12-12 16:30:28.76;admin;2019-12-12 16:30:28.777
23568;8;f;;INDICATEUR;;1051;348;1252;1151;admin;2019-12-12 16:30:28.885;admin;2019-12-12 16:30:28.885
23569;1.5;f;;INDICATEUR;;1051;348;1253;1151;admin;2019-12-12 16:30:28.894;admin;2019-12-12 16:30:28.894
23570;1;f;;INDICATEUR;;1051;348;1256;1151;admin;2019-12-12 16:30:28.903;admin;2019-12-12 16:30:28.903
23571;0;f;;INDICATEUR;;1051;348;1258;1151;admin;2019-12-12 16:30:28.912;admin;2019-12-12 16:30:28.912
23572;12;f;;INDICATEUR;;1051;348;1259;1151;admin;2019-12-12 16:30:28.921;admin;2019-12-12 16:30:28.921
23573;1;f;;INDICATEUR;;1051;348;1260;1151;admin;2019-12-12 16:30:28.94;admin;2019-12-12 16:30:28.94
23574;3;f;;INDICATEUR;;1051;348;1254;1151;admin;2019-12-12 16:30:28.95;admin;2019-12-12 16:30:28.95
23575;25;f;;INDICATEUR;;1051;348;1255;1151;admin;2019-12-12 16:30:28.959;admin;2019-12-12 16:30:28.959
23576;1;f;2;DOMAINE;1204;1051;348;;1151;admin;2019-12-12 16:30:28.975;admin;2019-12-12 16:30:28.999
23577;12;f;3;DOMAINE;1203;1051;348;;1151;admin;2019-12-12 16:30:29.014;admin;2019-12-12 16:30:29.033
23578;8;f;1;DOMAINE;1202;1051;348;;1151;admin;2019-12-12 16:30:29.045;admin;2019-12-12 16:30:29.063
23579;37.5;f;4;DOMAINE;1201;1051;348;;1151;admin;2019-12-12 16:30:29.075;admin;2019-12-12 16:30:29.093
23581;9;f;;INDICATEUR;;1051;233;1252;1151;admin;2019-12-12 16:30:29.203;admin;2019-12-12 16:30:29.203
23582;3.90000009536743;f;;INDICATEUR;;1051;233;1253;1151;admin;2019-12-12 16:30:29.213;admin;2019-12-12 16:30:29.213
23583;7;f;;INDICATEUR;;1051;233;1256;1151;admin;2019-12-12 16:30:29.223;admin;2019-12-12 16:30:29.223
23584;8.30000019073486;f;;INDICATEUR;;1051;233;1258;1151;admin;2019-12-12 16:30:29.232;admin;2019-12-12 16:30:29.232
23585;5;f;;INDICATEUR;;1051;233;1259;1151;admin;2019-12-12 16:30:29.241;admin;2019-12-12 16:30:29.241
23586;0;f;;INDICATEUR;;1051;233;1260;1151;admin;2019-12-12 16:30:29.26;admin;2019-12-12 16:30:29.26
23587;4;f;;INDICATEUR;;1051;233;1254;1151;admin;2019-12-12 16:30:29.269;admin;2019-12-12 16:30:29.269
23588;14;f;;INDICATEUR;;1051;233;1255;1151;admin;2019-12-12 16:30:29.278;admin;2019-12-12 16:30:29.278
23589;0;f;1;DOMAINE;1204;1051;233;;1151;admin;2019-12-12 16:30:29.292;admin;2019-12-12 16:30:29.309
23590;5;f;1;DOMAINE;1203;1051;233;;1151;admin;2019-12-12 16:30:29.322;admin;2019-12-12 16:30:29.342
23591;25.2999992370605;f;4;DOMAINE;1202;1051;233;;1151;admin;2019-12-12 16:30:29.356;admin;2019-12-12 16:30:29.375
23592;30.8999996185303;f;2;DOMAINE;1201;1051;233;;1151;admin;2019-12-12 16:30:29.389;admin;2019-12-12 16:30:29.407
23594;9;f;;INDICATEUR;;1051;273;1252;1151;admin;2019-12-12 16:30:29.511;admin;2019-12-12 16:30:29.511
23595;3.29999995231628;f;;INDICATEUR;;1051;273;1253;1151;admin;2019-12-12 16:30:29.52;admin;2019-12-12 16:30:29.52
23596;7;f;;INDICATEUR;;1051;273;1256;1151;admin;2019-12-12 16:30:29.528;admin;2019-12-12 16:30:29.528
23597;0;f;;INDICATEUR;;1051;273;1258;1151;admin;2019-12-12 16:30:29.537;admin;2019-12-12 16:30:29.537
23598;14;f;;INDICATEUR;;1051;273;1259;1151;admin;2019-12-12 16:30:29.546;admin;2019-12-12 16:30:29.546
23599;1;f;;INDICATEUR;;1051;273;1260;1151;admin;2019-12-12 16:30:29.564;admin;2019-12-12 16:30:29.564
23600;6;f;;INDICATEUR;;1051;273;1254;1151;admin;2019-12-12 16:30:29.573;admin;2019-12-12 16:30:29.573
23751;13;f;;INDICATEUR;;1051;273;1255;1151;admin;2019-12-12 16:30:29.583;admin;2019-12-12 16:30:29.583
23752;1;f;2;DOMAINE;1204;1051;273;;1151;admin;2019-12-12 16:30:29.598;admin;2019-12-12 16:30:29.616
23753;14;f;5;DOMAINE;1203;1051;273;;1151;admin;2019-12-12 16:30:29.628;admin;2019-12-12 16:30:29.645
23754;16;f;2;DOMAINE;1202;1051;273;;1151;admin;2019-12-12 16:30:29.657;admin;2019-12-12 16:30:29.675
23567;47.40000153;f;5;COMMUNE;;1051;293;;1151;admin;2019-12-12 16:30:28.782;admin;2019-12-12 16:38:08.036
23580;36.5;f;3;COMMUNE;;1051;348;;1151;admin;2019-12-12 16:30:29.098;admin;2019-12-12 16:38:08.42
23593;36.90000153;f;3;COMMUNE;;1051;233;;1151;admin;2019-12-12 16:30:29.411;admin;2019-12-12 16:38:08.8
23755;31.2999992370605;f;2;DOMAINE;1201;1051;273;;1151;admin;2019-12-12 16:30:29.688;admin;2019-12-12 16:30:29.706
23757;6;f;;INDICATEUR;;1051;226;1252;1151;admin;2019-12-12 16:30:29.817;admin;2019-12-12 16:30:29.817
23758;2.09999990463257;f;;INDICATEUR;;1051;226;1253;1151;admin;2019-12-12 16:30:29.827;admin;2019-12-12 16:30:29.827
23759;0;f;;INDICATEUR;;1051;226;1256;1151;admin;2019-12-12 16:30:29.837;admin;2019-12-12 16:30:29.837
23760;0;f;;INDICATEUR;;1051;226;1258;1151;admin;2019-12-12 16:30:29.848;admin;2019-12-12 16:30:29.848
23761;1;f;;INDICATEUR;;1051;226;1259;1151;admin;2019-12-12 16:30:29.858;admin;2019-12-12 16:30:29.858
23762;0;f;;INDICATEUR;;1051;226;1260;1151;admin;2019-12-12 16:30:29.878;admin;2019-12-12 16:30:29.878
23763;4;f;;INDICATEUR;;1051;226;1254;1151;admin;2019-12-12 16:30:29.888;admin;2019-12-12 16:30:29.888
23764;14;f;;INDICATEUR;;1051;226;1255;1151;admin;2019-12-12 16:30:29.899;admin;2019-12-12 16:30:29.899
23765;0;f;1;DOMAINE;1204;1051;226;;1151;admin;2019-12-12 16:30:29.914;admin;2019-12-12 16:30:29.932
23766;1;f;1;DOMAINE;1203;1051;226;;1151;admin;2019-12-12 16:30:29.945;admin;2019-12-12 16:30:29.962
23767;9;f;1;DOMAINE;1202;1051;226;;1151;admin;2019-12-12 16:30:29.974;admin;2019-12-12 16:30:29.993
23768;26.1000003814697;f;1;DOMAINE;1201;1051;226;;1151;admin;2019-12-12 16:30:30.005;admin;2019-12-12 16:30:30.023
23770;6;f;;INDICATEUR;;1051;208;1252;1151;admin;2019-12-12 16:30:30.131;admin;2019-12-12 16:30:30.131
23771;3.79999995231628;f;;INDICATEUR;;1051;208;1253;1151;admin;2019-12-12 16:30:30.139;admin;2019-12-12 16:30:30.139
23772;13;f;;INDICATEUR;;1051;208;1256;1151;admin;2019-12-12 16:30:30.148;admin;2019-12-12 16:30:30.148
23773;10;f;;INDICATEUR;;1051;208;1258;1151;admin;2019-12-12 16:30:30.157;admin;2019-12-12 16:30:30.157
23774;9;f;;INDICATEUR;;1051;208;1259;1151;admin;2019-12-12 16:30:30.167;admin;2019-12-12 16:30:30.167
23775;0;f;;INDICATEUR;;1051;208;1260;1151;admin;2019-12-12 16:30:30.185;admin;2019-12-12 16:30:30.185
23776;4;f;;INDICATEUR;;1051;208;1254;1151;admin;2019-12-12 16:30:30.197;admin;2019-12-12 16:30:30.197
23777;16;f;;INDICATEUR;;1051;208;1255;1151;admin;2019-12-12 16:30:30.207;admin;2019-12-12 16:30:30.207
23778;0;f;1;DOMAINE;1204;1051;208;;1151;admin;2019-12-12 16:30:30.222;admin;2019-12-12 16:30:30.242
23779;9;f;2;DOMAINE;1203;1051;208;;1151;admin;2019-12-12 16:30:30.255;admin;2019-12-12 16:30:30.274
23780;33;f;5;DOMAINE;1202;1051;208;;1151;admin;2019-12-12 16:30:30.287;admin;2019-12-12 16:30:30.305
23781;29.7999992370605;f;2;DOMAINE;1201;1051;208;;1151;admin;2019-12-12 16:30:30.317;admin;2019-12-12 16:30:30.334
23783;9;f;;INDICATEUR;;1051;164;1252;1151;admin;2019-12-12 16:30:30.439;admin;2019-12-12 16:30:30.439
23784;5;f;;INDICATEUR;;1051;164;1253;1151;admin;2019-12-12 16:30:30.449;admin;2019-12-12 16:30:30.449
23785;9;f;;INDICATEUR;;1051;164;1256;1151;admin;2019-12-12 16:30:30.458;admin;2019-12-12 16:30:30.458
23786;3;f;;INDICATEUR;;1051;164;1258;1151;admin;2019-12-12 16:30:30.467;admin;2019-12-12 16:30:30.467
23787;14;f;;INDICATEUR;;1051;164;1259;1151;admin;2019-12-12 16:30:30.476;admin;2019-12-12 16:30:30.476
23788;4;f;;INDICATEUR;;1051;164;1260;1151;admin;2019-12-12 16:30:30.495;admin;2019-12-12 16:30:30.495
23789;3;f;;INDICATEUR;;1051;164;1254;1151;admin;2019-12-12 16:30:30.503;admin;2019-12-12 16:30:30.503
23790;20;f;;INDICATEUR;;1051;164;1255;1151;admin;2019-12-12 16:30:30.512;admin;2019-12-12 16:30:30.512
23791;4;f;4;DOMAINE;1204;1051;164;;1151;admin;2019-12-12 16:30:30.528;admin;2019-12-12 16:30:30.546
23792;14;f;5;DOMAINE;1203;1051;164;;1151;admin;2019-12-12 16:30:30.559;admin;2019-12-12 16:30:30.577
23793;21;f;3;DOMAINE;1202;1051;164;;1151;admin;2019-12-12 16:30:30.59;admin;2019-12-12 16:30:30.608
23794;37;f;4;DOMAINE;1201;1051;164;;1151;admin;2019-12-12 16:30:30.62;admin;2019-12-12 16:30:30.639
